TID,BOOK_NAME,CODE,TITLE,FILENAME,I_DATE,PPT,SUMMARY,GUEST_SPEAKER
916,"EPHESIANS","EP02","Ephesians 1:11-23","Ephesians_01b","05/08/11 10:00:00",1,"An excellent teaching on how the eyes of our understanding being enlightened is foundational for the Christian.",0
917,"2 CHRONICLES","2CH10","2 Chronicles 33-34","2_Chronicles_33-34","05/11/11 19:00:00",1,,0
918,"EPHESIANS","EP03","Ephesians 2:1-10","Ephesians_02a","05/15/11 10:00:00",1,,0
919,"2 CHRONICLES","2CH11","2 Chronicles 35-36","2_Chronicles_35-36","05/18/11 19:00:00",1,,0
920,"EPHESIANS","EP04","Ephesians 2:11-22","Ephesians_02b","05/22/11 10:00:00",1,,0
921,"EPHESIANS","EP05","Ephesians 3:1-12","Ephesians_03a","05/29/11 10:00:00",1,,0
922,"ISAIAH","IS01","Isaiah 01-02","Isaiah_01-02","06/01/11 19:00:00",1,,0
924,"YUVAL SHAKED","OT17","Yuval Shaked","Yuval_Shaked","06/12/11 10:00:00",0,"Middle East update and call to responsibility and preparedness",1
925,"ISAIAH","IS02","Isaiah 03-05","Isaiah_03-05","06/15/11 19:00:00",1,,0
926,"EPHESIANS","EP06","Ephesians 3:13-21","Ephesians_03b","06/19/11 10:00:00",1,,0
927,"ISAIAH","IS03","Isaiah 06-08","Isaiah_06-08","06/22/11 19:00:00",1,,0
928,"EPHESIANS","EP07","Ephesians 4:1-13","Ephesians_04a","06/26/11 10:00:00",1,,0
929,"ISAIAH","IS04","Isaiah 09-11","Isaiah_09-11","06/29/11 19:00:00",1,,0
930,"EPHESIANS","EP08","Ephesians 4:11-32","Ephesians_04b","07/03/11 10:00:00",1,,0
931,"ISAIAH","IS05","Isaiah 12-14","Isaiah_12-14","07/06/11 19:00:00",1,,0
932,"EPHESIANS","EP09","Ephesians 5:1-21","Ephesians_05a","07/10/11 10:00:00",1,,0
933,"ISAIAH","IS06","Isaiah 15-18","Isaiah_15-18","07/13/11 19:00:00",1,,0
934,"EPHESIANS","EP10","Ephesians 5:22-24","Ephesians_05b","07/17/11 10:00:00",1,,0
935,"ISAIAH","IS07","Isaiah 19-23","Isaiah_19-23","07/20/11 19:00:00",1,,0
936,"EPHESIANS","EP11","Ephesians 5:25-33","Ephesians_05c","07/24/11 10:00:00",1,,0
937,"ISAIAH","IS08","Isaiah 24-26","Isaiah_24-26","07/27/11 19:00:00",1,,0
938,"EPHESIANS","EP12","Ephesians 6:1-9","Ephesians_06a","07/31/11 10:00:00",1,,0
939,"ISAIAH","IS09","Isaiah 27-30","Isaiah_27-30","08/03/11 19:00:00",1,,0
940,"EPHESIANS","EP13","Ephesians 6:10-24","Ephesians_06b","08/07/11 10:00:00",1,,0
941,"ISAIAH","IS10","Isaiah 31-34","Isaiah_31-34","08/10/11 19:00:00",1,"Isaiah's prophecies of the coming millenium and judgment on the nations.",0
942,"GREG CLOUSE","OT18","Greg Clouse-Psalm 1 (Part A)","Greg_Clouse_Psalm_1_1_Blessed-is-the-Man-Part-A","08/14/11 10:00:00",0,"What the man blessed by God does NOT do.",1
943,"GREG CLOUSE","OT20","Greg Clouse-Psalm 1 (Part B)","Greg_Clouse_Psalm_1_1_Blessed-is-the-Man-Part-B","08/22/11 10:00:00",0,,1
944,"ISAIAH","IS11","Isaiah 35-37","Isaiah_35-37","08/31/11 19:00:00",1,,0
945,"GALATIANS","GA01","Galatians 1:1-8","Galatians_01a","09/04/11 10:00:00",1,,0
946,"ISAIAH","IS12","Isaiah 38-40","Isaiah_38-40","09/07/11 19:00:00",1,,0
947,"GALATIANS","GA02","Galatians 1:8-24","Galatians_01b","09/11/11 10:00:00",1,,0
948,"ISAIAH","IS13","Isaiah 41-43","Isaiah_41-43","09/14/11 19:00:00",1,,0
949,"GALATIANS","GA03","Galatians 2:1-10","Galatians_02a","09/18/11 10:00:00",1,,0
950,"ISAIAH","IS14","Isaiah 44-46","Isaiah_44-46","09/21/11 19:00:00",1,,0
951,"GALATIANS","GA04","Galatians 2:11-21","Galatians_02b","09/25/11 10:00:00",1,,0
952,"ISAIAH","IS15","Isaiah 47-49","Isaiah_47-49","09/28/11 19:00:00",1,,0
953,"GALATIANS","GA05","Galatians 3:1-11","Galatians_03a","10/01/11 10:00:00",1,,0
954,"GALATIANS","GA06","Galatians 3:12-21","Galatians_03b","10/09/11 10:00:00",1,,0
955,"GALATIANS","GA07","Galatians 4:1-17","Galatians_04a","10/16/11 10:00:00",1,,0
956,"ISAIAH","IS16","Isaiah 50:1-52:12","Isaiah_50-52a","10/19/11 19:00:00",1,,0
957,"GALATIANS","GA08","Galatians 4:18-5:9","Galatians_04b-05a","10/23/11 10:00:00",1,,0
958,"ISAIAH","IS17","Isaiah 52:13-53","Isaiah_52b-53","10/26/11 19:00:00",1,"JESUS!  The Suffering Servant.",0
959,"GALATIANS","GA09","Galatians 5:10-26","Galatians_05b","10/30/11 10:00:00",1,"Walk in the Spirit; not according to the lusts of the flesh; and bear the fruit of the Spirit, love as manifested by these characteristics.",0
960,"ISAIAH","IS18","Isaiah 54:1-55:13","Isaiah_54-55","11/02/11 19:00:00",1,"What Jesus will accomplish in His second coming …",0
961,"GALATIANS","GA10","Galatians 6:1-18","Galatians_06","11/06/11 10:00:00",1,"Pastor Ken wraps up this study of Galatians, the Magna Carta for the Christian!",0
962,"ISAIAH","IS19","Isaiah 56-57","Isaiah_56-57","11/09/11 19:00:00",1,,0
963,"ISAIAH","IS20","Isaiah 58-60","Isaiah_58-60","11/16/11 19:00:00",1,,0
965,"ISAIAH","IS21","Isaiah 61-62","Isaiah_61-62","11/23/11 19:00:00",1,,0
967,"ISAIAH","IS22","Isaiah 63-64","Isaiah_63-64","11/30/11 19:00:00",1,,0
969,"ISAIAH","IS23","Isaiah 65-66","Isaiah_65-66","12/07/11 19:00:00",1,,0
971,"CHUCK BRIGGS","OT12","Chuck Briggs-John 3:1-15","Chuck_Briggs_John_03a","03/20/11 10:00:00",0,,1
972,"CHUCK BRIGGS","OT14","Chuck Briggs-John 3:16-36","Chuck_Briggs_John_03b","03/26/11 10:00:00",0,,1
973,"CHUCK BRIGGS","OT15","Chuck Briggs-John 4","Chuck_Briggs_John_04a","06/05/11 10:00:00",0,,1
974,"RAY SUMNER","OT19","Ray Sumner-Colossians 2","Ray_Sumner_Colossians_02","08/17/11 19:00:00",0,,1
975,"GREG CLOUSE","OT09","Greg Clouse-Joshua 1-4","Greg_Clouse_Joshua_01-04","06/02/10 10:00:00",0,,1
976,"GREG CLOUSE","OT10","Greg Clouse-Joshua 5-8","Greg_Clouse_Joshua_05-08","06/09/10 10:00:00",0,,1
977,"GREG CLOUSE","OT16","Greg Clouse-Ephesians 6:10-18","Greg_Clouse_Ephesians_06b","06/08/11 19:00:00",0,,1
978,"GREG CLOUSE","OT11","Greg Clouse-Luke 2:8-20","Greg_Clouse_Luke_02b","10/24/10 10:00:00",0,,1
979,"GREG CLOUSE","OT07","Greg Clouse-Ephesians 5:22-24","Greg_Clouse_Ephesians_05b","03/10/10 19:00:00",0,,1
980,"GREG CLOUSE","OT08","Greg Clouse-Ephesians 5:25-28","Greg_Clouse_Ephesians_05c","03/17/10 19:00:00",0,,1
982,"GREG CLOUSE","OT05","Greg Clouse-Matthew 15","Greg_Clouse_Matthew_15_Tested_Faith","05/31/09 10:00:00",0,,1
983,"KENDALL RICHARDSON","OT06","Kendall Richardson-Flock or Pack?","Kendall_Richardson_Flock_or_Pack","09/16/09 19:00:00",0,,1
984,"GREG CLOUSE","OT02","Greg Clouse-Genesis 37","Greg_Clouse_Genesis_37a","11/19/08 19:00:00",0,,1
985,"GREG CLOUSE","OT04","Greg Clouse-Romans 1:8-17","Greg_Clouse_Romans_01b","03/18/09 10:00:00",0,,1
986,"NEHEMIAH","NE01","Nehemiah 1-2:8","Nehemiah_01-02a","12/28/11 19:00:00",1,,0
988,"NEHEMIAH","NE02","Nehemiah 2:9-3:32","Nehemiah_02b-03","01/04/12 19:00:00",1,,0
990,"NEHEMIAH","NE03","Nehemiah 4-6","Nehemiah_04-06","01/11/12 19:00:00",1,,0
993,"MARK","MK01","Mark 1:1-15","Mark_01a","01/29/12 10:00:00",1,,0
994,"MARK","MK02","Mark 1:16-45","Mark_01b","02/05/12 10:00:00",1,,0
995,"MARK","MK03","Mark 2:2-12","Mark_02a","02/12/12 10:00:00",1,,0
996,"MARK","MK04","Mark 2:13-3:6","Mark_02b-03a","02/19/12 10:00:00",1,,0
997,"MARK","MK05","Mark 3:7-35","Mark_03b","02/26/12 10:00:00",1,,0
998,"MARK","MK06","Mark 4:1-21","Mark_04a","03/04/12 10:00:00",1,,0
999,"MARK","MK07","Mark 4:21-41","Mark_04b","03/11/12 10:00:00",1,,0
1000,"NEHEMIAH","NE04","Nehemiah 7-8","Nehemiah_07-08","01/18/12 19:00:00",1,,0
1001,"NEHEMIAH","NE05","Nehemiah 9-11","Nehemiah_09-11","01/25/12 19:00:00",1,,0
1002,"NEHEMIAH","NE06","Nehemiah 12-13","Nehemiah_12-13","02/01/12 19:00:00",1,,0
1003,"HOSEA","HO01","Hosea 1-2","Hosea_01-02","02/15/12 19:00:00",1,,0
1004,"HOSEA","HO02","Hosea 3-5","Hosea_03-05","02/22/12 19:00:00",1,,0
1005,"HOSEA","HO03","Hosea 6-8","Hosea_06-08","02/29/12 19:00:00",1,,0
1006,"HOSEA","H004","Hosea 9-11","Hosea_09-11","03/07/12 19:00:00",1,,0
1007,"HOSEA","HO05","Hosea 12-14","Hosea_12-14","03/14/12 19:00:00",1,,0
1008,"MARK","MK08","Mark 5:1-20","Mark_05a","03/18/12 10:00:00",1,,0
1009,"JOEL","JL01","Joel 1:1-2:11","Joel_01-02a","03/21/12 19:00:00",1,,0
1010,"MARK","MK09","Mark 5:21-43","Mark_05b","03/25/12 10:00:00",1,,0
1011,"MARK","MK10","Mark 6:1-29","Mark_06a","04/01/12 10:00:00",1,,0
1012,"JOEL","JL02","Joel 2:12-3:21","Joel_02b-03","03/28/12 19:00:00",1,,0
1013,"AMOS","AM01","Amos 01-03","Amos_01-03","04/04/12 19:00:00",1,,0
1015,"AMOS","AM02","Amos 04-06","Amos_04-06","04/11/12 19:00:00",1,,0
1016,"BOB CLAYCAMP","OT22","Bob Claycamp - Be Strong and Courageous","Bob_Claycamp","04/15/12 10:00:00",1,,1
1017,"AMOS","AM03","Amos 07-09","Amos_07-09","04/18/12 19:00:00",1,,0
1018,"MARK","MK11","Mark 6:30-56","Mark_06b","04/22/12 10:00:00",1,,0
1019,"MARK","MK12","Mark 7:1-13","Mark_07a","04/29/12 10:00:00",1,,0
1020,"MARK","MK13","Mark 7:14-37","Mark_07b","05/06/12 10:00:00",1,"Pastor Ken Merrihew explains that evil comes out of our hearts (our deepest innermost beings) and what ""great faith"" looks like.",0
1021,"JONAH","JH01","Jonah 01-02","Jonah_01-02","05/09/12 19:00:00",1,"From trying to hide from God to coerced repentance.",0
1022,"MARK","MK14","Mark 8:1-21","Mark_08a","05/13/12 10:00:00",1,"Jesus has compassion on the multitude following Him and feeds them, refuses a sign to some pharisees, and reminds the disciples (and us) that He is our only need.",0
1023,"JONAH","JH02","Jonah 03-04","Jonah_03-04","05/16/12 19:00:00",1,,0
1024,"MARK","MK15","Mark 8:22-38","Mark_08b","05/20/12 10:00:00",1,,0
1025,"MICAH","MI01","Micah 01-02","Micah_01-02","05/23/12 19:00:00",1,"Micah warns of the coming judgment of Judah; and yet, a promise of restoration.",0
1026,"MARK","MK16","Mark 9:1-29","Mark_09a","05/27/12 10:00:00",1,,0
1027,"MICAH","MI02","Micah 3-5","Micah_03-05","05/30/12 19:00:00",1,,0
1028,"CHUCK BRIGGS","OT23","Chuck Briggs - John 4:43-5:9","Chuck_Briggs_John_04b-05a","06/03/12 10:00:00",0,,1
1029,"MICAH GARBARINO","OT21","Micah Garbarino","Micah_Garbarino_A_Bruised_Reed","10/12/11 19:00:00",0,,1
1030,"SCOTT WHITACRE","OT24","Scott Whitacre","Scott_Whitacre_Testimony","06/06/12 19:00:00",0,,1
1031,"MARK","MK17","Mark 9:30-50","Mark_09b","06/10/12 10:00:00",1,,0
1032,"MICAH","MI03","Micah 6-7","Micah_06-07","06/13/12 19:00:00",1,,0
1033,"MARK","MK18","Mark 10:1-16","Mark_10a","06/17/12 10:00:00",1,,0
1034,"DAN ADAMS","OT25","Dan Adams","Dan_Adams_Jude","06/21/12 19:00:00",0,,1
1035,"MARK","MK19","Mark 10:17-52","Mark_10b","06/24/12 10:00:00",1,,0
1036,"NAHUM","NA01","Nahum 01-03","Nahum_01-03","06/27/12 19:00:00",1,,0
1037,"MARK","MK20","Mark 11:1-17","Mark_11a","07/01/12 10:00:00",1,,0
1038,"MARK","MK21","Mark 11:18-33","Mark_11b","07/08/12 10:00:00",1,,0
1039,"MARK","MK22","Mark 12:1-17","Mark_12a","07/15/12 10:00:00",1,,0
1040,"MARK","MK23","Mark 12:18-44","Mark_12b","07/22/12 10:00:00",1,,0
1041,"HAGGAI","HA01","Haggai 01-02","Haggai_01-02","07/25/12 19:00:00",1,,0
1042,"MARK","MK24","Mark 13:1-13","Mark_13a","07/29/12 10:00:00",1,"﻿A study regarding eschatology.",0
1043,"DAN ADAMS","OT26","Dan Adams","Dan_Adams_Acts_01","08/05/12 10:00:00",0,,1
1044,"DAN ADAMS","OT27","Dan Adams","Dan_Adams_Acts_02","08/12/12 10:00:00",0,,1
1045,"HAITI MISSION TEAM","HM01","Haiti Mission Review August 2012","Haiti_Mission_Review_August_2012","08/19/12 10:00:00",0,"Review of August 2012 Haiti Mission Trip with eleven outstanding missionaries in service to our Lord Jesus Christ",1
1046,"ZECHARIAH","ZE02","Zechariah 03-04","Zechariah_03-04","08/22/12 19:00:00",1,"Pastor Ken teaches through Zechariah's visions of Joshua the high priest and how the LORD removes our iniquity and clothes us in ""rich robes;"" and, Zechariah's vision of the Lampstands and two olive trees and that the LORD does His work by His Spirit.",0
1047,"MARK","MK25","Mark 13:14-37","Mark_13b","08/26/12 10:00:00",1,,0
1048,"ZECHARIAH","ZE03","Zechariah 05-07","Zechariah_05-07","08/29/12 19:00:00",1,,0
1049,"MARK","MK26","Mark 14:1-33","Mark_14a","09/02/12 10:00:00",1,,0
1050,"ZECHARIAH","ZE04","Zechariah 08-09","Zechariah_08-09","09/05/12 19:00:00",1,,0
1051,"MARK","MK27","Mark 14:34-72","Mark_14b","09/09/12 10:00:00",1,,0
1052,"ZECHARIAH","ZE05","Zechariah 10-11","Zechariah_10-11","09/12/12 19:00:00",1,,0
1053,"MARK","MK28","Mark 15:1-39","Mark_15a","09/16/12 10:00:00",1,,0
1054,"ZECHARIAH","ZE06","Zechariah 12:1-13:7","Zechariah_12-13a","09/19/12 19:00:00",1,"﻿﻿Pastor Ken teaches through the end times prophecy of Zechariah.",0
1055,"MARK","MK29","Mark 15:42-16:20","Mark_15b-16","09/23/12 10:00:00",1,,0
1056,"ZECHARIAH","ZE07","Zechariah 13:8-14:21","Zechariah_13b-14","09/26/12 19:00:00",1,,0
1057,"REVELATION","RV01","Revelation Introduction","Revelation_00","09/30/12 10:00:00",1,,0
1058,"REVELATION","RV02","Revelation 1","Revelation_01","10/07/12 10:00:00",1,,0
1059,"MALACHI","ML02","Malachi 03-04","Malachi_03-04","10/10/12 19:00:00",1,,0
1060,"REVELATION","RV03","Revelation 2:1-7","Revelation_02a","10/14/12 10:00:00",1,,0
1061,"REVELATION","RV04","Revelation 2:8-11","Revelation_02b","10/21/12 10:00:00",1,,0
1062,"HOLY SPIRIT","DO34","The Person of the Holy Spirit","01_The_Person_of_the_Holy_Spirit","10/24/12 19:00:00",1,,0
1063,"ED COMPEAN","OT28","Ed Compean - Exodus 3:1-10","Exodus_3a","10/28/12 10:00:00",0,,1
1064,"HOLY SPIRIT","DO35","The Ministry of the Holy Spirit","02_The_Ministry_of_the_Holy_Spirit","10/31/12 19:00:00",1,,0
1065,"HAITI MISSION TEAM","HM02","Haiti Mission Review October 2012","Haiti_Mission_Review_October_2012","11/04/12 10:00:00",0,"Review of October 2012 Haiti Mission Trip",1
1066,"HOLY SPIRIT","DO36","The Baptism with the Holy Spirit","03_The_Baptism_with_the_Holy_Spirit","11/07/12 19:00:00",1,"Pastor Ken teaches what the Bible says about the baptism with the Holy Spirit.",0
1067,"REVELATION","RV05","Revelation 2:12-17","Revelation_02c","11/11/12 10:00:00",1,,0
1068,"HOLY SPIRIT","DO37","Spiritual Gifts, Part 1","04_Spiritual_Gifts_Part_One","11/14/12 19:00:00",1,,0
1069,"REVELATION","RV06","Revelation 2:18-29","Revelation_02d","11/18/12 10:00:00",1,,0
1070,"HOLY SPIRIT","DO38","Spiritual Gifts, Part 2","05_Spiritual_Gifts_Part_Two","11/21/12 19:00:00",1,,0
1071,"REVELATION","RV07","Revelation 3:1-6","Revelation_03a","11/25/12 10:00:00",1,,0
1072,"HOLY SPIRIT","DO39","The Gift of Tongues and Interpretation","06_The_Gift_of_Tongues_and_Interpretation","11/28/12 19:00:00",1,"Pastor Ken teaches what the Bible says about the gift of tongues and interpretation of tongues.",0
1073,"REVELATION","RV08","Revelation 3:7-13","Revelation_03b","12/02/12 10:00:00",1,"Pastor Ken teaches about the church at Philadelphia.",0
1074,"HOLY SPIRIT","DO40","The Fruit of the Spirit","07_The_Fruit_of_The_Spirit","12/05/12 19:00:00",1,"Pastor Ken wraps up the series on the Holy Spirit with this teaching about the fruit of the Spirit.",0
1075,"REVELATION","RV09","Revelation 3:14-22","Revelation_03c","12/09/12 10:00:00",1,"Pastor Ken wraps up the letters to the churches with this teaching on the church at Laodicea.",0
1076,"ROD CARVER","RC01","Rod Carver","Rod_Carver","12/16/12 10:00:00",0,,1
1077,"1 SAMUEL","1SM01","1 Samuel 1-2","1_Samuel_01-02","12/19/12 19:00:00",1,,0
1078,"REVELATION","RV10","Revelation 4:1","Revelation_04a","12/23/12 10:00:00",1,,0
1079,"1 SAMUEL","1SM02","1 Samuel 3-5","1_Samuel_03-05","12/26/12 19:00:00",1,,0
1080,"REVELATION","RV11","Revelation 4:2-11","Revelation_04b","12/30/12 10:00:00",1,,0
1081,"1 SAMUEL","1SM03","1 Samuel 6-8","1_Samuel_06-08","01/02/13 19:00:00",1,,0
1082,"REVELATION","RV12","Revelation 5:1-10","Revelation_05a","01/06/13 10:00:00",1,,0
1083,"1 SAMUEL","1SM04","1 Samuel 9-11","1_Samuel_09-11","01/09/13 19:00:00",1,,0
1084,"REVELATION","RV13","Revelation 5:11-6:4","Revelation_05b-06a","01/13/13 10:00:00",1,"Pastor Ken teaches through the first two seals of Revelation.",0
1085,"1 SAMUEL","1SM05","1 Samuel 12-14","1_Samuel_12-14","01/16/13 19:00:00",1,"Pastor Ken teaches 1 Samuel chapters 12-14.  Samuel addresses the people as Saul is appointed king and Saul begins his slide to depending on himself instead of God.",0
1086,"REVELATION","RV14","Revelation 6:5-17","Revelation_06b","01/20/13 10:00:00",1,"Pastor Ken finishes the teachings on the seal judgements.",0
1087,"1 SAMUEL","1SM06","1 Samuel 15-16","1_Samuel_15-16","01/23/13 19:00:00",1,,0
1088,"REVELATION","RV15","Revelation 7:1-8","Revelation_07a","01/27/13 10:00:00",1,,0
1089,"1 SAMUEL","1SM07","1 Samuel 17-18","1_Samuel_17-18","01/30/13 19:00:00",1,,0
1090,"REVELATION","RV16","Revelation 7:9-8:6","Revelation_07b-08a","02/03/13 10:00:00",1,,0
1091,"1 SAMUEL","1SM08","1 Samuel 19-20","1_Samuel_19-20","02/06/13 19:00:00",1,,0
1092,"REVELATION","RV17","Revelation 8:7-13","Revelation_08b","02/10/13 10:00:00",1,,0
1093,"1 SAMUEL","1SM09","1 Samuel 21-22","1_Samuel_21-22","02/13/13 19:00:00",1,,0
1094,"REVELATION","RV18","Revelation 9:1-12","Revelation_09a","02/17/13 10:00:00",1,,0
1095,"1 SAMUEL","1SM10","1 Samuel 23-24","1_Samuel_23-24","02/20/13 19:00:00",1,,0
1096,"1 SAMUEL","1SM11","1 Samuel 25-26","1_Samuel_25-26","02/27/13 19:00:00",1,,0
1097,"REVELATION","RV19","Revelation 9:13-21","Revelation_09b","03/03/13 10:00:00",1,,0
1098,"CHARLIE CAMPBELL","CC01","Charlie Campbell","Charlie_Campbell","02/24/13 10:00:00",0,,1
1099,"1 SAMUEL","1SM12","1 Samuel 27-28","1_Samuel_27-28","03/06/13 19:00:00",1,,0
1100,"REVELATION","RV20","Revelation 10:1-11","Revelation_10","03/10/13 10:00:00",1,"﻿Pastor Ken teaches through Revelation here addressing the mighty angel and the little book that tastes sweet, but becomes bitter in John's stomach.",0
1101,"1 SAMUEL","1SM13","1 Samuel 29-31","1_Samuel_29-31","03/13/13 19:00:00",1,"Pastor Ken wraps up 1 Samuel with the death of Saul and his sons.",0
1102,"REVELATION","RV21","Revelation 11:1-19","Revelation_11","03/17/13 10:00:00",1,,0
1103,"REVELATION","RV22","Revelation 12:1-11","Revelation_12a","03/24/13 10:00:00",1,,0
1104,"2 SAMUEL","2SM01","2 Samuel 1-2","2_Samuel_01-02","03/27/13 19:00:00",1,,0
1105,"SEASONAL TOPICS","TP52","Easter 2013:  A Compassionate Savior","2013_Easter_-_A_Compassionate_Savior","03/31/13 10:00:00",1,,0
1106,"2 SAMUEL","2SM02","2 Samuel 3-4","2_Samuel_03-04","04/03/13 19:00:00",1,,0
1107,"REVELATION","RV23","Revelation 12:12-13:9","Revelation_12b-13a","04/07/13 10:00:00",1,,0
1108,"JUSTIN GERRY","OT29","Justin Gerry","Justin_Gerry_Amongst_the_Thorns","04/14/13 10:00:00",0,,1
1109,"RAY SUMNER","OT30","Ray Sumner","Ray_Sumner_Ephesians_02","04/21/13 10:00:00",0,,1
1110,"2 SAMUEL","2SM03","2 Samuel 5-6","2_Samuel_05-06","04/24/13 19:00:00",1,,0
1111,"REVELATION","RV24","Revelation 13:10-14:5","Revelation_13b-14a","05/05/13 10:00:00",1,,0
1112,"REVELATION","RV25","Revelation 14:6-20","Revelation_14b","05/12/13 10:00:00",1,,0
1113,"2 SAMUEL","2SM04","2 Samuel 7-8","2_Samuel_07-08","05/15/13 19:00:00",1,,0
1114,"REVELATION","RV26","Revelation 15-16:7","Revelation_15-16a","05/19/13 10:00:00",1,,0
1115,"2 SAMUEL","2SM04","2 Samuel 9-10","2_Samuel_09-10","05/22/13 19:00:00",1,,0
1117,"SEASONAL TOPICS","TP53","May 2013 Tornadoes:  Finding God in the Storm","Finding_God_in_the_Storm","05/26/13 10:00:00",1,,0
1118,"2 SAMUEL","2SM05","2 Samuel 11-12","2_Samuel_11-12","05/29/13 19:00:00",1,,0
1119,"DAN ADAMS","OT31","Dan Adams","Dan_Adams_Acts_03","06/02/13 10:00:00",0,"A man lame from his birth is healed by the name of Jesus and faith in His name and Peter preaches repentence and the healing that comes by faith in the finished work of Jesus.",1
1120,"JUSTIN GERRY","OT32","Justin Gerry","Justin_Gerry_Like_the_Wind","06/05/13 19:00:00",0,"Pastor Justin teaches on how the Holy Spirit is like the wind.",1
1121,"REVELATION","RV27","Revelation 16:8-21","Revelation_16b","06/09/13 10:00:00",1,,0
1122,"REVELATION","RV28","Revelation 17:1-18","Revelation_17","06/16/13 10:00:00",1,,0
1123,"BRANDON SHACKELFORD","BS01","Brandon Shackelford Kenya Presentation","Brandon_Shackelford","06/12/13 19:00:00",0,"Brandon talks about his discipleship stint with Pottersfield Ministries, and how God changed his life!",1
1124,"2 SAMUEL","2SM06","2 Samuel 13-14","2_Samuel_13-14","06/19/13 19:00:00",1,,0
1125,"REVELATION","RV29","Revelation 18","Revelation_18","06/23/13 10:00:00",1,,0
1126,"2 SAMUEL","2SM07","2 Samuel 15-16","2_Samuel_15-16","06/26/13 19:00:00",1,,0
1127,"REVELATION","RV30","Revelation 19:1-10","Revelation_19a","06/30/13 10:00:00",1,,0
1128,"REVELATION","RV31","Revelation 19:11-20:6","Revelation_19b-20a","07/07/13 10:00:00",1,"﻿Pastor Ken teaches from Revelation 19 and 20 of Jesus' victorious return with His army, satan being cast into the bottomless pit and the thousand years reign of Christ!",0
1129,"2 SAMUEL","2SM08","2 Samuel 17-18","2_Samuel_17-18","07/03/13 19:00:00",1,"The LORD defeats the advice of Ahithophel to bring disaster on Absalom.  Absalom takes Israel to war against David and his mighty men.  And, Absalom's death is reported to David.",0
1130,"2 SAMUEL","2SM09","2 Samuel 19-20","2_Samuel_19-20","07/10/13 19:00:00",1,"David publically ends his grieving over Absalom; returns to Jerusalem and directs the stopping of the rebellion of Sheba in these two chapters.",0
1131,"REVELATION","RV32","Revelation 20:7-21:8","Revelation_20b-21a","07/14/13 10:00:00",1,,0
1132,"2 SAMUEL","2SM10","2 Samuel 21-23:7","2_Samuel_21-23a","07/17/13 19:00:00",1,,0
1133,"REVELATION","RV33","Revelation 21:9-27","Revelation_21b","07/21/13 10:00:00",1,,0
1134,"2 SAMUEL","2SM11","2 Samuel 23:8-24:25","2_Samuel_23b-24","07/24/13 19:00:00",1,"Pastor Ken wraps up the book of 2 Samuel, with God's acceptance of David's sacrifice for his and Israel's sins.",0
1135,"REVELATION","RV34","Revelation 22","Revelation_22","07/28/13 10:00:00",1,"Pastor Ken ends our study in the book of Revelation.",0
1136,"EZEKIEL","EZ01","Ezekiel 1-3:3","Ezekiel_01-03a","07/30/13 19:00:00",1,,0
1137,"ROMANS","RO01","Romans 1:12","Romans_01a","08/05/13 10:00:00",1,,0
1138,"ROMANS","RO02","Romans 1:13-32","Romans_01b","08/11/13 10:00:00",1,,0
1139,"EZEKIEL","EZ02","Ezekiel 3:4-4:17","Ezekiel_03b-04a","08/07/13 19:00:00",1,,0
1140,"EZEKIEL","EZ03","Ezekiel 5-7","Ezekiel_05-07","08/14/13 19:00:00",1,,0
1141,"JUSTIN GERRY","OT33","Justin Gerry","Justin_Gerry_It_Is_The_Lord","08/17/13 10:00:00",0,,1
1142,"MICAH GARBARINO","OT34","Micah Garbarino","Micah_Garbarino_The_Mind_of_Christ","08/21/13 19:00:00",0,,1
1143,"RAY SUMNER","OT35","Ray Sumner","Ray_Sumner_All_To_Thee","08/25/13 10:00:00",0,,1
1144,"DAN ADAMS","OT36","Dan Adams","Dan_Adams_Acts_04","08/28/13 19:00:00",0,,1
1145,"SEASONAL TOPICS","TP54","August 2013:  Kenya Mission Trip","Kenya_2013","09/01/13 10:00:00",1,,0
1146,"EZEKIEL","EZ04","Ezekiel 8-9","Ezekiel_08-09","09/04/13 19:00:00",1,,0
1147,"ROMANS","RO03","Romans 2:1-16","Romans_02a","09/08/13 10:00:00",1,,0
1148,"EZEKIEL","EZ05","Ezekiel 10-11","Ezekiel_10-11","09/11/13 07:00:00",1,,0
1149,"ROMANS","RO04","Romans 2:17-29","Romans_02b","09/16/13 10:00:00",1,,0
1150,"EZEKIEL","EZ06","Ezekiel 12-13","Ezekiel_12-13","09/18/13 19:00:00",1,,0
1151,"ROMANS","RO05","Romans 3:1-18","Romans_03a","09/22/13 10:00:00",1,,0
1152,"EZEKIEL","EZ07","Ezekiel 14-16","Ezekiel_14-16","09/25/13 19:00:00",1,"What the Lord God says to those who set up idols ahead of Him and His everlasting covenant with the nation of Israel affirmed.",0
1153,"ROMANS","RO06","Romans 3:19-31","Romans_03b","09/29/13 10:00:00",1,"The purpose of the law is to reveal our sin to us.  Recognizing that we have sin, we are then justified (cleansed from sin) by faith in Jesus Christ, completely apart from the deeds of the law.",0
1154,"EZEKIEL","EZ08","Ezekiel 17-18","Ezekiel_17-18","10/02/13 19:00:00",1,,0
1155,"ROMANS","R007","Romans 4:1-12","Romans_04a","10/06/13 10:00:00",1,,0
1156,"EZEKIEL","EZ09","Ezekiel 19-20","Ezekiel_19-20","10/09/13 19:00:00",1,,0
